id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
6001,2020-03-03,2020-03-10 09:19:25 UTC,12,Male,49,3917,
6002,2019-11-20,2019-11-27 14:34:33 UTC,8,Male,19,3613,
6003,2018-11-25,2018-12-02 13:47:09 UTC,6,Male,43,3523,
6004,2018-09-15,2018-09-22 18:34:17 UTC,8,Female,58,3322,
6005,2020-03-17,2020-03-24 06:39:09 UTC,13,Male,19,3156,
6006,2018-09-09,2018-09-16 16:59:03 UTC,5,Male,17,3999,
6007,2019-12-06,2019-12-13 01:47:19 UTC,18,Male,43,3691,
6008,2018-02-13,2018-02-20 01:32:48 UTC,15,Male,10,3666,
6009,2018-03-24,2018-03-31 03:33:45 UTC,17,Male,75,3912,
6010,2018-04-04,2018-04-11 19:27:49 UTC,2,Female,14,3084,
6011,2018-07-13,2018-07-20 12:23:28 UTC,18,Male,81,3981,
6012,2018-11-26,2018-12-03 17:56:58 UTC,12,Female,68,3668,
6013,2020-08-18,2020-08-25 00:46:18 UTC,10,Female,47,3196,
6014,2020-06-29,2020-07-06 01:07:26 UTC,6,Male,31,3833,
6015,2019-12-09,2019-12-16 13:41:05 UTC,11,Male,24,3483,
6016,2019-07-19,2019-07-26 02:16:46 UTC,9,Female,65,3316,
6017,2018-07-11,2018-07-18 13:12:35 UTC,7,Male,80,3255,
6018,2019-01-12,2019-01-19 11:24:09 UTC,9,Female,14,3902,
6019,2018-10-31,2018-11-07 14:15:03 UTC,10,Male,14,3208,
6020,2019-01-30,2019-02-06 06:25:57 UTC,8,Female,13,3627,
6021,2019-10-29,2019-11-05 19:58:26 UTC,12,Female,33,3200,
6022,2019-10-01,2019-10-08 10:06:22 UTC,4,Male,12,3601,
6023,2018-09-26,2018-10-03 12:49:45 UTC,12,Female,100,3806,
6024,2018-09-11,2018-09-18 06:51:40 UTC,17,Female,61,3733,
6025,2018-03-04,2018-03-11 23:50:39 UTC,16,Female,84,3722,
6026,2018-06-02,2018-06-09 05:35:45 UTC,20,Male,79,3997,
6027,2019-01-15,2019-01-22 13:08:42 UTC,8,Female,95,3474,
6028,2019-07-15,2019-07-22 01:37:19 UTC,12,Female,77,3520,
6029,2018-11-14,2018-11-21 03:41:14 UTC,7,Female,27,3513,
6030,2018-12-14,2018-12-21 06:24:37 UTC,12,Female,77,3936,
6031,2018-06-15,2018-06-22 04:13:14 UTC,5,Male,55,3709,
6032,2019-03-09,2019-03-16 03:13:53 UTC,3,Male,43,3383,
6033,2018-09-28,2018-10-05 14:49:37 UTC,2,Male,96,3778,
6034,2020-01-05,2020-01-12 15:19:46 UTC,19,Female,69,3859,
6035,2018-07-28,2018-08-04 22:35:02 UTC,1,Female,53,3354,
6036,2018-11-22,2018-11-29 06:05:40 UTC,7,Female,27,3849,
6037,2019-08-18,2019-08-25 15:52:51 UTC,6,Male,20,3141,
6038,2019-09-23,2019-09-30 09:23:32 UTC,13,Male,11,3232,
6039,2020-05-08,2020-05-15 11:48:05 UTC,15,Female,76,3131,
6040,2018-07-16,2018-07-23 21:52:03 UTC,5,Male,72,3367,
6041,2019-07-05,2019-07-12 08:09:45 UTC,1,Male,83,3117,
6042,2019-07-13,2019-07-20 21:35:08 UTC,18,Female,51,3298,
6043,2018-11-21,2018-11-28 20:03:13 UTC,3,Male,98,3569,
6044,2020-07-11,2020-07-18 04:48:16 UTC,8,Male,48,3473,
6045,2019-04-13,2019-04-20 18:03:04 UTC,8,Female,46,3229,
6046,2019-06-20,2019-06-27 03:41:15 UTC,9,Female,36,3020,
6047,2019-05-27,2019-06-03 15:22:13 UTC,13,Male,59,3233,
6048,2018-07-02,2018-07-09 22:24:13 UTC,5,Female,44,3478,
6049,2020-05-15,2020-05-22 05:10:50 UTC,6,Female,49,3772,
6050,2019-03-25,2019-04-01 11:30:00 UTC,20,Female,31,3591,
6051,2019-09-30,2019-10-07 06:48:38 UTC,13,Female,72,3766,
