id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
5001,2018-11-24,2018-12-01 22:17:35 UTC,13,Male,29,1656,2373
5002,2018-12-01,2018-12-08 16:59:02 UTC,14,Female,40,1070,2976
5003,2018-06-02,2018-06-09 15:00:22 UTC,5,Female,48,1595,2337
5004,2018-01-22,2018-01-29 14:14:25 UTC,2,Female,66,1373,2036
5005,2018-12-04,2018-12-11 14:27:57 UTC,15,Female,92,1419,2754
5006,2018-06-28,2018-07-05 00:01:02 UTC,5,Male,80,1262,2638
5007,2018-03-24,2018-03-31 23:27:23 UTC,1,Male,74,1508,2497
5008,2020-03-03,2020-03-10 09:40:17 UTC,14,Male,45,1039,2068
5009,2020-05-05,2020-05-12 17:59:49 UTC,8,Male,73,1517,2515
5010,2019-10-08,2019-10-15 01:35:42 UTC,5,Male,15,1405,2681
5011,2018-09-06,2018-09-13 15:19:31 UTC,11,Male,16,1932,2575
5012,2019-01-17,2019-01-24 15:34:09 UTC,4,Female,96,1323,2223
5013,2020-01-02,2020-01-09 12:35:29 UTC,20,Female,19,1764,2364
5014,2018-11-29,2018-12-06 14:24:18 UTC,19,Female,76,1012,2169
5015,2019-08-12,2019-08-19 01:16:30 UTC,3,Male,32,1296,2781
5016,2019-06-18,2019-06-25 09:08:35 UTC,9,Female,43,1634,2761
5017,2019-06-01,2019-06-08 17:55:29 UTC,5,Male,100,1459,2505
5018,2020-02-15,2020-02-22 08:24:38 UTC,17,Male,16,1665,2142
5019,2020-02-04,2020-02-11 14:22:50 UTC,15,Male,72,1895,2674
5020,2018-08-15,2018-08-22 03:40:49 UTC,12,Male,34,1257,2540
5021,2020-04-19,2020-04-26 03:43:13 UTC,19,Male,45,1349,2380
5022,2019-12-03,2019-12-10 09:21:00 UTC,4,Male,44,1420,2886
5023,2018-08-19,2018-08-26 23:20:42 UTC,12,Female,89,1147,2032
5024,2020-05-09,2020-05-16 00:14:13 UTC,17,Male,35,1981,2746
5025,2019-08-28,2019-09-04 04:51:52 UTC,1,Male,95,1076,2600
5026,2019-05-01,2019-05-08 15:24:36 UTC,19,Female,28,1727,2423
5027,2018-04-07,2018-04-14 06:54:43 UTC,18,Male,32,1709,2607
5028,2019-10-16,2019-10-23 14:47:15 UTC,4,Female,26,1297,2758
5029,2019-07-08,2019-07-15 15:26:03 UTC,2,Male,50,1023,2665
5030,2019-06-22,2019-06-29 01:13:00 UTC,7,Male,31,1013,2931
5031,2020-04-20,2020-04-27 17:58:27 UTC,14,Male,18,1258,2807
5032,2020-08-09,2020-08-16 21:01:04 UTC,3,Female,48,1160,2550
5033,2020-05-21,2020-05-28 16:28:13 UTC,4,Male,12,1062,2343
5034,2019-06-04,2019-06-11 06:56:54 UTC,17,Male,35,1911,2143
5035,2018-01-29,2018-02-05 20:22:41 UTC,8,Female,66,1950,2529
5036,2018-11-10,2018-11-17 20:37:46 UTC,20,Female,87,1661,2614
5037,2018-09-19,2018-09-26 13:00:53 UTC,18,Female,88,1724,2316
5038,2020-08-07,2020-08-14 05:48:25 UTC,19,Female,13,1515,2439
5039,2020-07-06,2020-07-13 03:22:59 UTC,3,Male,90,1669,2278
5040,2018-01-03,2018-01-10 11:56:43 UTC,1,Female,48,1808,2197
5041,2020-05-07,2020-05-14 08:56:29 UTC,5,Female,49,1085,2157
5042,2018-12-12,2018-12-19 00:19:08 UTC,4,Male,81,1101,2743
5043,2018-12-05,2018-12-12 08:57:05 UTC,6,Female,44,1311,2050
5044,2019-10-17,2019-10-24 12:11:36 UTC,5,Male,75,1269,2641
5045,2020-06-25,2020-07-02 14:58:35 UTC,10,Male,88,1578,2421
5046,2018-01-01,2018-01-08 05:50:12 UTC,16,Male,87,1903,2628
5047,2018-08-31,2018-09-07 03:27:16 UTC,9,Male,27,1853,2990
5048,2019-12-10,2019-12-17 14:01:36 UTC,11,Female,66,1566,2237
5049,2018-11-14,2018-11-21 07:46:24 UTC,17,Female,11,1058,2775
5050,2018-08-14,2018-08-21 22:46:31 UTC,11,Female,100,1466,2943
5051,2019-11-05,2019-11-12 14:32:45 UTC,2,Female,80,1332,2069
5052,2019-01-31,2019-02-07 02:04:00 UTC,2,Female,13,1180,2153
5053,2018-04-15,2018-04-22 07:48:19 UTC,6,Male,66,1731,2762
5054,2018-10-03,2018-10-10 02:59:19 UTC,3,Female,40,1823,2633
5055,2020-01-15,2020-01-22 10:04:40 UTC,18,Female,13,1551,2361
5056,2019-06-27,2019-07-04 16:58:03 UTC,17,Female,63,1806,2333
5057,2019-11-06,2019-11-13 05:45:40 UTC,15,Male,97,1339,2602
5058,2018-01-06,2018-01-13 14:00:06 UTC,14,Female,42,1296,2882
5059,2019-09-12,2019-09-19 00:51:17 UTC,19,Female,48,1547,2953
5060,2019-05-10,2019-05-17 18:10:04 UTC,18,Male,33,1008,2049
5061,2019-06-05,2019-06-12 10:47:49 UTC,19,Male,21,1650,2100
5062,2020-01-18,2020-01-25 12:38:46 UTC,19,Female,34,1662,2339
5063,2018-08-11,2018-08-18 07:04:11 UTC,13,Male,69,1141,2113
5064,2020-05-16,2020-05-23 06:59:48 UTC,1,Female,80,1674,2677
5065,2018-10-02,2018-10-09 19:47:17 UTC,13,Female,54,1041,2869
5066,2020-08-06,2020-08-13 13:36:01 UTC,7,Male,80,1483,2581
5067,2019-02-04,2019-02-11 05:21:52 UTC,16,Male,34,1936,2260
5068,2019-12-01,2019-12-08 09:18:05 UTC,7,Male,87,1492,2066
5069,2018-06-13,2018-06-20 12:38:55 UTC,8,Male,62,1248,2562
5070,2018-11-13,2018-11-20 20:47:38 UTC,8,Male,46,1244,2412
5071,2018-11-09,2018-11-16 12:30:32 UTC,18,Female,11,1422,2418
5072,2018-01-10,2018-01-17 14:24:46 UTC,13,Female,27,1072,2655
5073,2019-04-18,2019-04-25 05:44:22 UTC,20,Female,43,1259,2058
5074,2018-06-15,2018-06-22 08:49:38 UTC,7,Male,64,1397,2800
5075,2018-03-02,2018-03-09 00:02:03 UTC,11,Male,41,1501,2399
5076,2018-02-03,2018-02-10 05:30:13 UTC,10,Male,97,1657,2971
5077,2018-08-19,2018-08-26 09:01:10 UTC,19,Female,80,1731,2579
5078,2018-10-25,2018-11-01 11:55:57 UTC,15,Female,55,1743,2341
5079,2020-03-09,2020-03-16 19:47:02 UTC,18,Male,85,1881,2917
5080,2019-12-07,2019-12-14 07:38:35 UTC,15,Male,41,1850,2756
5081,2018-05-18,2018-05-25 07:58:45 UTC,19,Female,24,1560,2450
5082,2019-09-15,2019-09-22 12:50:30 UTC,9,Female,55,1103,2201
5083,2020-02-09,2020-02-16 04:30:13 UTC,12,Male,90,1478,2594
