id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
8001,2019-11-14,2019-11-21 04:36:03 UTC,11,Male,11,671,
8002,2020-05-14,2020-05-21 21:10:36 UTC,1,Male,21,358,
8003,2019-07-22,2019-07-29 23:59:52 UTC,4,Female,27,75,
8004,2018-11-15,2018-11-22 06:41:59 UTC,2,Female,91,41,
8005,2018-09-29,2018-10-06 18:10:16 UTC,14,Male,81,786,
8006,2020-08-07,2020-08-14 04:24:44 UTC,16,Male,76,875,
8007,2019-06-10,2019-06-17 12:03:38 UTC,15,Female,10,761,
8008,2018-04-30,2018-05-07 01:12:18 UTC,11,Male,92,749,
8009,2020-01-09,2020-01-16 04:43:34 UTC,5,Female,90,728,
8010,2018-08-25,2018-09-01 19:08:07 UTC,11,Male,10,281,
8011,2020-08-20,2020-08-27 00:42:26 UTC,17,Female,31,720,
8012,2018-11-15,2018-11-22 18:31:11 UTC,7,Female,92,962,
8013,2020-04-13,2020-04-20 00:18:30 UTC,19,Female,46,818,
8014,2019-03-09,2019-03-16 03:07:45 UTC,7,Male,87,486,
8015,2020-03-24,2020-03-31 05:45:15 UTC,13,Female,45,218,
8016,2020-06-06,2020-06-13 07:36:59 UTC,9,Male,12,488,
8017,2020-03-16,2020-03-23 01:12:01 UTC,17,Male,98,424,
8018,2018-05-26,2018-06-02 15:09:38 UTC,11,Female,84,460,
8019,2020-06-22,2020-06-29 04:54:10 UTC,5,Female,38,427,
8020,2018-05-22,2018-05-29 14:37:28 UTC,19,Male,83,922,
8021,2020-04-08,2020-04-15 00:51:05 UTC,6,Female,72,772,
8022,2019-02-25,2019-03-04 13:28:50 UTC,2,Female,34,963,
8023,2018-07-16,2018-07-23 23:06:34 UTC,17,Female,46,421,
8024,2018-09-17,2018-09-24 08:06:02 UTC,6,Female,25,201,
8025,2020-08-03,2020-08-10 02:59:10 UTC,15,Male,58,540,
8026,2019-11-07,2019-11-14 14:01:20 UTC,8,Female,84,806,
8027,2018-12-25,2019-01-01 13:53:21 UTC,13,Female,50,180,
8028,2020-06-27,2020-07-04 22:09:57 UTC,2,Male,30,491,
8029,2020-06-03,2020-06-10 02:21:19 UTC,13,Female,16,554,
8030,2020-04-15,2020-04-22 18:26:53 UTC,18,Male,24,467,
8031,2019-09-21,2019-09-28 17:39:49 UTC,7,Female,62,209,
8032,2018-06-26,2018-07-03 15:06:32 UTC,8,Female,45,569,
8033,2020-01-09,2020-01-16 14:27:57 UTC,10,Male,73,763,
8034,2019-01-07,2019-01-14 14:34:48 UTC,12,Female,42,18,
8035,2019-08-03,2019-08-10 14:06:54 UTC,10,Male,48,767,
8036,2019-04-19,2019-04-26 13:07:12 UTC,15,Male,91,268,
