id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
7001,2018-03-23,2018-03-30 21:38:53 UTC,7,Female,74,4930,
7002,2019-01-28,2019-02-04 06:57:40 UTC,12,Male,76,4454,
7003,2018-03-21,2018-03-28 13:56:26 UTC,12,Male,19,4252,
7004,2019-08-16,2019-08-23 19:42:36 UTC,7,Male,47,4938,
7005,2018-02-24,2018-03-03 15:58:24 UTC,13,Male,38,4124,
7006,2019-03-10,2019-03-17 20:51:47 UTC,17,Female,50,4813,
7007,2018-07-05,2018-07-12 05:16:02 UTC,5,Male,96,4135,
7008,2018-03-26,2018-04-02 06:27:20 UTC,3,Male,18,4050,
7009,2020-05-30,2020-06-06 02:28:42 UTC,8,Male,50,4186,
7010,2018-01-09,2018-01-16 09:05:55 UTC,11,Female,34,4712,
7011,2018-02-23,2018-03-02 08:09:35 UTC,14,Male,81,4074,
7012,2019-05-24,2019-05-31 17:50:31 UTC,12,Male,59,4348,
7013,2020-04-15,2020-04-22 17:08:33 UTC,19,Female,31,4198,
7014,2018-07-20,2018-07-27 05:37:06 UTC,13,Female,64,4767,
7015,2018-04-11,2018-04-18 21:28:06 UTC,19,Female,27,4528,
7016,2019-12-18,2019-12-25 08:46:51 UTC,18,Female,30,4627,
7017,2018-10-18,2018-10-25 07:49:54 UTC,9,Male,47,4093,
7018,2019-06-17,2019-06-24 05:53:51 UTC,10,Male,22,4292,
7019,2019-07-08,2019-07-15 09:36:38 UTC,3,Male,24,4552,
7020,2019-08-01,2019-08-08 20:48:49 UTC,14,Male,42,4501,
7021,2019-02-02,2019-02-09 10:18:24 UTC,18,Male,59,4993,
7022,2018-11-02,2018-11-09 15:08:49 UTC,14,Male,54,4446,
7023,2019-06-15,2019-06-22 19:05:31 UTC,13,Female,14,4266,
7024,2019-02-18,2019-02-25 11:12:58 UTC,10,Female,93,4543,
7025,2020-08-04,2020-08-11 09:05:44 UTC,5,Male,57,4242,
7026,2020-05-14,2020-05-21 18:32:52 UTC,4,Male,21,4482,
7027,2019-07-10,2019-07-17 15:07:56 UTC,17,Male,52,4455,
7028,2020-01-26,2020-02-02 20:26:02 UTC,2,Male,39,4680,
7029,2018-07-13,2018-07-20 08:07:40 UTC,1,Male,92,4318,
7030,2018-08-20,2018-08-27 21:18:26 UTC,10,Male,28,4270,
7031,2020-05-26,2020-06-02 16:34:12 UTC,5,Male,62,4450,
7032,2019-03-11,2019-03-18 00:20:02 UTC,13,Male,83,4747,
7033,2018-09-25,2018-10-02 11:40:31 UTC,9,Male,23,4520,
7034,2019-12-16,2019-12-23 04:36:25 UTC,14,Male,91,4313,
7035,2018-09-17,2018-09-24 04:48:05 UTC,11,Male,55,4852,
7036,2018-01-12,2018-01-19 16:45:58 UTC,15,Male,42,4956,
7037,2019-05-15,2019-05-22 17:55:32 UTC,4,Female,49,4701,
7038,2019-06-21,2019-06-28 22:55:06 UTC,5,Female,80,4100,
7039,2018-05-15,2018-05-22 10:02:55 UTC,14,Female,86,4015,
7040,2018-09-15,2018-09-22 16:00:45 UTC,2,Female,28,4502,
7041,2018-07-28,2018-08-04 06:43:46 UTC,20,Female,29,4243,
7042,2020-02-14,2020-02-21 08:58:40 UTC,18,Female,37,4234,
7043,2018-03-18,2018-03-25 05:47:36 UTC,1,Male,34,4735,
7044,2019-11-02,2019-11-09 01:14:25 UTC,2,Female,72,4785,
7045,2018-12-13,2018-12-20 01:52:49 UTC,15,Male,85,4046,
7046,2019-11-20,2019-11-27 17:18:26 UTC,20,Male,30,4293,
7047,2019-05-10,2019-05-17 08:08:42 UTC,18,Male,40,4278,
7048,2018-03-26,2018-04-02 08:07:12 UTC,12,Female,17,4625,
7049,2019-06-19,2019-06-26 01:56:13 UTC,19,Female,79,4180,
7050,2019-05-19,2019-05-26 05:09:20 UTC,16,Female,64,4442,
7051,2018-12-01,2018-12-08 03:34:30 UTC,7,Female,35,4641,
7052,2018-09-05,2018-09-12 12:36:17 UTC,6,Male,76,4203,
7053,2019-06-11,2019-06-18 23:57:42 UTC,20,Female,73,4137,
7054,2018-04-04,2018-04-11 04:07:12 UTC,4,Male,92,4336,
7055,2018-03-15,2018-03-22 21:04:08 UTC,6,Female,71,4550,
7056,2018-09-14,2018-09-21 15:06:22 UTC,2,Female,35,4630,
7057,2018-12-20,2018-12-27 14:18:23 UTC,9,Male,49,4135,
7058,2020-01-18,2020-01-25 03:28:53 UTC,2,Male,84,4888,
7059,2018-01-03,2018-01-10 21:20:28 UTC,20,Female,14,4937,
7060,2019-08-22,2019-08-29 12:12:37 UTC,19,Female,21,4305,
7061,2019-06-25,2019-07-02 00:02:57 UTC,14,Female,37,4531,
7062,2018-09-28,2018-10-05 21:15:05 UTC,7,Male,71,4378,
7063,2018-10-12,2018-10-19 01:56:04 UTC,7,Male,24,4508,
7064,2019-10-23,2019-10-30 09:38:11 UTC,15,Male,21,4153,
7065,2020-02-20,2020-02-27 19:39:38 UTC,12,Male,74,4127,
7066,2018-10-17,2018-10-24 00:05:57 UTC,6,Male,23,4986,
7067,2018-10-12,2018-10-19 05:51:14 UTC,9,Male,52,4736,
7068,2019-12-24,2019-12-31 10:14:47 UTC,1,Male,78,4176,
7069,2020-02-03,2020-02-10 16:39:16 UTC,10,Female,96,4213,
7070,2018-07-11,2018-07-18 09:50:18 UTC,3,Male,85,4114,
7071,2019-02-28,2019-03-07 14:06:02 UTC,6,Female,21,4500,
7072,2019-06-11,2019-06-18 15:27:29 UTC,18,Male,11,4077,
7073,2018-01-24,2018-01-31 02:08:54 UTC,17,Male,99,4500,
7074,2020-03-28,2020-04-04 10:32:19 UTC,4,Male,12,4676,
7075,2018-12-05,2018-12-12 03:44:31 UTC,8,Male,43,4357,
7076,2020-01-25,2020-02-01 06:46:41 UTC,4,Male,81,4023,
7077,2019-02-14,2019-02-21 08:21:38 UTC,4,Female,43,4383,
7078,2020-06-17,2020-06-24 23:10:33 UTC,7,Female,86,4887,
7079,2018-01-01,2018-01-08 20:36:37 UTC,19,Male,22,4384,
7080,2018-06-03,2018-06-10 17:14:29 UTC,17,Male,33,4157,
7081,2019-06-25,2019-07-02 14:34:39 UTC,8,Male,74,4436,
7082,2018-07-02,2018-07-09 20:01:24 UTC,13,Male,33,4368,
