id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
1001,2018-05-29,2018-06-05 06:23:21 UTC,18,Male,64,3215,860
1002,2019-03-20,2019-03-27 01:07:25 UTC,4,Female,31,3333,237
1003,2018-04-04,2018-04-11 20:11:23 UTC,14,Female,62,3154,405
1004,2018-05-23,2018-05-30 02:39:32 UTC,5,Male,31,3936,390
1005,2019-07-21,2019-07-28 22:03:22 UTC,3,Female,73,3247,624
1006,2019-03-10,2019-03-17 14:22:48 UTC,12,Female,78,3064,464
1007,2018-08-15,2018-08-22 05:52:17 UTC,1,Male,92,3464,303
1008,2019-05-27,2019-06-03 23:55:26 UTC,20,Male,79,3723,819
1009,2018-08-29,2018-09-05 13:08:04 UTC,12,Male,18,3871,451
1010,2018-06-22,2018-06-29 18:58:04 UTC,6,Male,57,3538,997
1011,2019-12-29,2020-01-05 01:38:40 UTC,5,Female,77,3017,999
1012,2018-10-10,2018-10-17 19:56:25 UTC,19,Male,34,3661,87
1013,2018-12-20,2018-12-27 01:39:53 UTC,18,Female,83,3942,165
1014,2020-05-03,2020-05-10 09:26:33 UTC,16,Female,28,3908,705
1015,2018-03-09,2018-03-16 20:46:56 UTC,6,Female,67,3361,159
1016,2018-01-03,2018-01-10 17:29:47 UTC,14,Male,22,3193,102
1017,2019-07-13,2019-07-20 20:33:34 UTC,7,Male,24,3757,40
1018,2019-10-30,2019-11-06 05:22:38 UTC,8,Male,98,3121,352
1019,2019-12-12,2019-12-19 19:49:51 UTC,18,Female,53,3686,154
1020,2020-01-05,2020-01-12 18:09:20 UTC,18,Male,13,3677,600
1021,2018-11-20,2018-11-27 18:35:09 UTC,4,Female,100,3453,526
1022,2018-05-31,2018-06-07 11:35:02 UTC,9,Female,23,3649,588
1023,2019-11-15,2019-11-22 15:35:49 UTC,9,Male,51,3360,802
1024,2019-08-13,2019-08-20 08:53:28 UTC,20,Male,70,3582,794
1025,2019-08-24,2019-08-31 02:24:57 UTC,17,Male,100,3797,855
1026,2019-08-21,2019-08-28 15:48:29 UTC,2,Male,23,3197,561
1027,2019-08-14,2019-08-21 05:57:44 UTC,9,Male,33,3751,316
1028,2020-06-02,2020-06-09 05:33:25 UTC,18,Female,88,3405,573
1029,2018-06-07,2018-06-14 16:07:51 UTC,13,Female,88,3929,350
1030,2019-04-08,2019-04-15 22:38:55 UTC,17,Female,28,3685,251
1031,2020-07-21,2020-07-28 06:58:23 UTC,9,Male,15,3517,976
1032,2018-09-03,2018-09-10 16:39:10 UTC,6,Male,46,3057,989
1033,2018-05-20,2018-05-27 10:06:40 UTC,18,Female,56,3266,528
1034,2018-03-16,2018-03-23 11:33:31 UTC,12,Male,28,3715,508
1035,2020-01-26,2020-02-02 05:07:13 UTC,9,Female,36,3634,152
1036,2019-04-09,2019-04-16 05:30:13 UTC,11,Male,80,3071,942
1037,2019-12-30,2020-01-06 08:19:52 UTC,18,Male,13,3554,359
1038,2020-08-03,2020-08-10 07:34:33 UTC,4,Female,59,3507,301
1039,2019-12-01,2019-12-08 19:44:34 UTC,12,Male,58,3533,356
1040,2019-07-03,2019-07-10 18:08:23 UTC,1,Female,35,3637,345
1041,2019-07-28,2019-08-04 20:00:50 UTC,8,Male,35,3676,110
1042,2019-10-15,2019-10-22 20:00:04 UTC,15,Female,10,3083,441
1043,2018-10-03,2018-10-10 15:50:48 UTC,11,Male,84,3628,705
1044,2019-02-16,2019-02-23 03:08:45 UTC,9,Female,58,3270,563
1045,2018-11-12,2018-11-19 23:32:36 UTC,1,Male,44,3349,905
1046,2018-12-01,2018-12-08 15:01:52 UTC,13,Male,84,3231,581
1047,2018-05-07,2018-05-14 05:04:17 UTC,3,Male,38,3808,895
1048,2018-04-22,2018-04-29 21:40:43 UTC,3,Male,76,3692,102
1049,2018-11-21,2018-11-28 21:05:15 UTC,18,Male,53,3182,27
1050,2019-12-27,2020-01-03 06:32:45 UTC,11,Female,85,3662,873
1051,2020-05-08,2020-05-15 09:37:57 UTC,6,Female,52,3547,665
1052,2019-11-21,2019-11-28 21:42:54 UTC,5,Female,70,3545,689
1053,2018-07-23,2018-07-30 03:14:33 UTC,15,Male,44,3730,583
1054,2019-11-15,2019-11-22 12:32:08 UTC,18,Male,91,3405,324
1055,2019-05-19,2019-05-26 16:31:44 UTC,5,Male,55,3680,598
1056,2018-08-08,2018-08-15 14:24:29 UTC,5,Female,48,3112,384
1057,2019-08-28,2019-09-04 20:59:26 UTC,3,Male,69,3014,862
1058,2019-11-30,2019-12-07 15:08:58 UTC,13,Female,87,3432,257
1059,2020-01-19,2020-01-26 15:22:42 UTC,17,Male,56,3836,247
1060,2018-06-27,2018-07-04 23:01:11 UTC,3,Female,28,3743,666
1061,2020-05-06,2020-05-13 23:36:11 UTC,9,Female,73,3860,654
1062,2018-04-25,2018-05-02 09:56:49 UTC,5,Male,78,3653,939
1063,2019-01-30,2019-02-06 08:07:29 UTC,18,Female,70,3435,7
1064,2018-07-13,2018-07-20 07:22:26 UTC,14,Female,49,3701,759
1065,2020-02-15,2020-02-22 00:32:46 UTC,11,Female,91,3866,146
1066,2018-12-19,2018-12-26 21:00:38 UTC,2,Male,87,3992,602
1067,2018-02-26,2018-03-05 01:28:12 UTC,13,Female,26,3081,744
1068,2019-11-16,2019-11-23 23:18:29 UTC,16,Male,84,3533,51
1069,2019-01-23,2019-01-30 06:53:50 UTC,13,Male,12,3638,378
1070,2018-01-02,2018-01-09 07:42:01 UTC,12,Female,31,3790,606
1071,2020-07-04,2020-07-11 16:18:24 UTC,3,Male,50,3184,271
1072,2018-08-16,2018-08-23 22:54:35 UTC,16,Female,42,3367,917
1073,2018-10-17,2018-10-24 14:43:29 UTC,5,Female,93,3463,185
1074,2018-08-20,2018-08-27 03:33:10 UTC,2,Male,18,3977,158
1075,2020-02-08,2020-02-15 12:34:19 UTC,1,Male,44,3857,512
1076,2018-06-10,2018-06-17 04:06:27 UTC,6,Male,85,3055,635
1077,2018-01-08,2018-01-15 11:29:31 UTC,6,Female,79,3973,78
1078,2019-09-18,2019-09-25 01:26:40 UTC,10,Male,47,3343,664
1079,2019-01-10,2019-01-17 15:37:49 UTC,9,Male,58,3718,19
1080,2018-06-13,2018-06-20 09:45:38 UTC,13,Female,93,3412,613
1081,2019-09-07,2019-09-14 04:20:28 UTC,9,Female,25,3223,583
1082,2018-01-26,2018-02-02 23:04:52 UTC,12,Female,74,3570,958
1083,2018-07-26,2018-08-02 11:05:54 UTC,6,Male,12,3107,442
1084,2019-12-19,2019-12-26 11:40:58 UTC,5,Female,32,3748,549
1085,2018-09-17,2018-09-24 02:28:12 UTC,12,Female,16,3188,848
1086,2020-08-28,2020-09-04 14:53:17 UTC,18,Female,38,3340,28
1087,2019-09-07,2019-09-14 09:26:33 UTC,1,Male,92,3437,91
1088,2020-08-08,2020-08-15 11:36:25 UTC,3,Female,12,3319,365
1089,2019-03-27,2019-04-03 09:51:28 UTC,4,Female,53,3455,46
1090,2019-11-02,2019-11-09 21:54:36 UTC,11,Male,55,3244,711
1091,2018-06-18,2018-06-25 23:01:30 UTC,15,Male,19,3605,713
1092,2018-12-24,2018-12-31 15:44:13 UTC,19,Female,62,3714,207
1093,2019-05-13,2019-05-20 17:13:22 UTC,17,Female,54,3372,975
1094,2019-07-03,2019-07-10 04:56:09 UTC,19,Female,57,3236,633
1095,2018-01-15,2018-01-22 04:26:55 UTC,17,Female,76,3538,456
1096,2019-09-08,2019-09-15 22:28:52 UTC,2,Female,28,3398,910
1097,2020-06-13,2020-06-20 21:20:06 UTC,11,Male,29,3445,411
1098,2020-02-23,2020-03-01 15:30:19 UTC,17,Male,16,3192,292
1099,2018-04-03,2018-04-10 21:09:12 UTC,12,Female,45,3042,604
1100,2019-12-11,2019-12-18 21:43:48 UTC,11,Male,69,3362,536
1101,2018-01-06,2018-01-13 10:11:55 UTC,11,Male,67,3340,700
1102,2018-10-18,2018-10-25 13:31:19 UTC,20,Female,47,3995,948
1103,2019-02-20,2019-02-27 12:39:14 UTC,16,Male,24,3561,434
1104,2019-10-14,2019-10-21 16:04:44 UTC,9,Male,97,3006,585
1105,2018-01-19,2018-01-26 21:26:16 UTC,11,Female,21,3293,114
1106,2019-04-15,2019-04-22 22:35:32 UTC,16,Female,49,3678,834
1107,2020-01-11,2020-01-18 04:47:48 UTC,16,Male,88,3537,652
1108,2018-08-16,2018-08-23 06:10:05 UTC,18,Female,10,3577,482
1109,2019-03-24,2019-03-31 20:24:32 UTC,9,Female,91,3732,468
1110,2019-10-01,2019-10-08 11:49:10 UTC,11,Male,88,3861,976
1111,2019-08-09,2019-08-16 15:12:54 UTC,15,Male,21,3258,577
1112,2019-02-11,2019-02-18 12:39:22 UTC,4,Male,32,3688,12
1113,2018-03-08,2018-03-15 04:48:03 UTC,3,Male,28,3276,91
1114,2019-05-08,2019-05-15 17:53:57 UTC,10,Male,39,3636,998
1115,2020-01-10,2020-01-17 13:56:05 UTC,9,Male,28,3037,445
1116,2018-01-09,2018-01-16 00:02:45 UTC,8,Male,26,3819,590
1117,2019-12-21,2019-12-28 08:48:17 UTC,11,Male,58,3626,224
1118,2019-03-06,2019-03-13 14:26:12 UTC,4,Female,39,3959,799
1119,2020-03-08,2020-03-15 17:55:49 UTC,20,Male,68,3162,341
1120,2020-06-05,2020-06-12 20:40:02 UTC,6,Female,14,3298,173
1121,2018-03-16,2018-03-23 14:08:38 UTC,1,Male,66,3362,714
1122,2020-06-24,2020-07-01 08:29:52 UTC,9,Male,57,3159,44
1123,2020-03-28,2020-04-04 17:01:31 UTC,14,Female,99,3136,896
1124,2019-07-04,2019-07-11 02:13:03 UTC,6,Male,76,3606,853
1125,2019-11-22,2019-11-29 14:54:04 UTC,5,Male,51,3551,299
1126,2020-07-14,2020-07-21 09:36:54 UTC,19,Female,82,3254,867
1127,2019-05-14,2019-05-21 19:57:47 UTC,15,Male,65,3261,567
1128,2018-12-09,2018-12-16 02:11:56 UTC,19,Female,97,3069,38
1129,2018-09-04,2018-09-11 22:26:05 UTC,9,Male,52,3350,960
1130,2020-07-01,2020-07-08 08:36:02 UTC,1,Male,100,3998,776
1131,2018-11-02,2018-11-09 09:00:51 UTC,8,Male,90,3325,844
1132,2019-12-21,2019-12-28 05:54:36 UTC,17,Male,17,3922,941
1133,2020-02-15,2020-02-22 06:13:17 UTC,11,Female,22,3756,16
1134,2020-07-03,2020-07-10 05:57:42 UTC,19,Male,10,3473,925
1135,2019-05-12,2019-05-19 07:46:48 UTC,1,Male,28,3825,432
1136,2019-02-01,2019-02-08 13:16:33 UTC,1,Male,57,3617,742
1137,2018-01-24,2018-01-31 15:12:11 UTC,14,Female,26,3970,313
1138,2019-09-20,2019-09-27 08:10:26 UTC,7,Female,47,3313,347
1139,2018-09-05,2018-09-12 16:17:22 UTC,19,Female,63,3034,44
1140,2019-07-18,2019-07-25 13:02:49 UTC,9,Female,73,3524,551
1141,2019-05-03,2019-05-10 14:35:27 UTC,19,Female,57,3434,666
1142,2019-07-09,2019-07-16 01:17:02 UTC,17,Female,71,3242,654
1143,2019-10-24,2019-10-31 23:06:48 UTC,14,Female,88,3201,368
1144,2018-03-11,2018-03-18 18:15:08 UTC,4,Female,62,3748,49
1145,2019-02-08,2019-02-15 00:00:39 UTC,7,Female,75,3717,679
1146,2018-05-05,2018-05-12 15:31:12 UTC,20,Female,34,3815,282
1147,2018-01-10,2018-01-17 15:13:16 UTC,1,Male,41,3506,922
1148,2020-06-07,2020-06-14 20:00:58 UTC,12,Male,55,3359,408
1149,2020-04-26,2020-05-03 10:05:04 UTC,17,Male,79,3515,621
1150,2019-03-03,2019-03-10 09:36:44 UTC,4,Male,93,3820,937
1151,2019-09-21,2019-09-28 18:50:02 UTC,17,Female,51,3950,334
1152,2018-03-15,2018-03-22 15:17:41 UTC,10,Female,25,3388,809
1153,2018-08-29,2018-09-05 21:22:24 UTC,3,Male,23,3348,584
1154,2018-03-16,2018-03-23 02:36:51 UTC,6,Female,51,3381,688
