id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
9001,2019-03-21,2019-03-28 13:45:13 UTC,15,Female,41,1668,
9002,2020-07-16,2020-07-23 23:58:07 UTC,19,Female,14,1534,
9003,2019-07-25,2019-08-01 00:30:34 UTC,2,Female,17,1338,
9004,2018-06-08,2018-06-15 16:42:20 UTC,11,Female,55,1152,
9005,2019-06-06,2019-06-13 12:16:29 UTC,2,Female,81,1398,
9006,2018-03-04,2018-03-11 10:31:29 UTC,8,Female,45,1014,
9007,2019-02-17,2019-02-24 06:51:17 UTC,10,Male,26,1062,
9008,2018-01-06,2018-01-13 13:09:40 UTC,12,Male,90,1439,
9009,2019-07-05,2019-07-12 12:23:36 UTC,1,Male,15,1759,
9010,2018-06-12,2018-06-19 04:40:58 UTC,17,Female,52,1050,
9011,2018-11-18,2018-11-25 22:00:57 UTC,6,Female,55,1255,
9012,2019-12-12,2019-12-19 05:56:24 UTC,17,Male,54,1025,
9013,2019-08-12,2019-08-19 03:41:28 UTC,1,Female,15,1709,
9014,2019-06-03,2019-06-10 11:30:07 UTC,9,Male,81,1877,
9015,2018-07-13,2018-07-20 00:16:27 UTC,2,Female,34,1860,
9016,2018-09-04,2018-09-11 23:43:36 UTC,11,Male,42,1355,
9017,2020-04-01,2020-04-08 05:54:01 UTC,20,Male,89,1744,
9018,2019-11-03,2019-11-10 08:30:49 UTC,4,Female,23,1875,
9019,2019-12-21,2019-12-28 05:16:36 UTC,13,Male,60,1686,
9020,2019-09-04,2019-09-11 06:47:27 UTC,8,Male,16,1262,
9021,2019-02-17,2019-02-24 18:32:49 UTC,10,Male,55,1922,
9022,2019-07-18,2019-07-25 14:27:45 UTC,11,Female,85,1983,
9023,2019-08-28,2019-09-04 16:59:48 UTC,17,Female,14,1912,
9024,2018-02-16,2018-02-23 13:24:07 UTC,13,Female,14,1662,
9025,2020-03-27,2020-04-03 06:24:28 UTC,12,Female,68,1100,
9026,2019-03-10,2019-03-17 00:45:47 UTC,4,Female,10,1340,
9027,2019-06-30,2019-07-07 06:42:14 UTC,4,Male,94,1214,
9028,2019-07-25,2019-08-01 01:11:23 UTC,8,Female,73,1293,
9029,2020-02-21,2020-02-28 21:37:13 UTC,6,Male,100,1630,
9030,2020-04-17,2020-04-24 11:13:46 UTC,1,Male,27,1430,
9031,2018-12-15,2018-12-22 10:18:14 UTC,12,Male,76,1052,
9032,2020-03-28,2020-04-04 13:11:33 UTC,8,Male,11,1385,
9033,2018-09-02,2018-09-09 01:02:46 UTC,2,Male,86,1315,
9034,2019-05-08,2019-05-15 18:53:29 UTC,14,Male,31,1552,
9035,2019-03-29,2019-04-05 08:30:52 UTC,11,Male,88,1204,
