id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
12001,2018-05-28,2018-06-04 21:15:04 UTC,15,Male,42,2673,
12002,2019-10-14,2019-10-21 13:34:14 UTC,9,Male,43,2954,
12003,2019-12-17,2019-12-24 04:51:09 UTC,5,Male,26,2546,
12004,2019-05-10,2019-05-17 22:17:51 UTC,15,Male,28,2181,
12005,2019-07-17,2019-07-24 01:45:44 UTC,12,Female,20,2760,
12006,2018-05-04,2018-05-11 16:50:20 UTC,10,Male,23,2191,
12007,2019-06-27,2019-07-04 08:10:46 UTC,9,Female,27,2338,
12008,2018-09-12,2018-09-19 07:37:05 UTC,7,Female,99,2557,
12009,2020-05-27,2020-06-03 19:13:03 UTC,11,Male,42,2994,
12010,2019-03-28,2019-04-04 14:22:28 UTC,16,Male,28,2272,
12011,2019-03-01,2019-03-08 01:13:22 UTC,18,Female,57,2440,
12012,2018-12-27,2019-01-03 23:00:02 UTC,19,Male,62,2478,
12013,2020-07-29,2020-08-05 00:51:30 UTC,11,Male,67,2810,
12014,2020-08-27,2020-09-03 13:46:22 UTC,4,Male,40,2532,
12015,2019-05-13,2019-05-20 14:23:39 UTC,13,Male,36,2866,
12016,2018-01-16,2018-01-23 22:59:20 UTC,18,Male,47,2500,
12017,2018-09-14,2018-09-21 01:52:01 UTC,5,Female,28,2458,
12018,2018-01-26,2018-02-02 00:07:06 UTC,9,Female,13,2336,
12019,2018-08-03,2018-08-10 10:34:25 UTC,14,Male,38,2667,
12020,2018-06-12,2018-06-19 18:55:18 UTC,6,Female,75,2262,
12021,2019-05-15,2019-05-22 00:55:12 UTC,20,Female,57,2925,
12022,2020-01-22,2020-01-29 12:27:01 UTC,2,Male,58,2103,
12023,2018-10-11,2018-10-18 03:48:51 UTC,16,Male,36,2394,
12024,2020-02-23,2020-03-01 09:51:07 UTC,10,Female,25,2165,
12025,2018-07-07,2018-07-14 20:29:19 UTC,20,Male,30,2130,
12026,2020-05-27,2020-06-03 14:07:48 UTC,20,Male,17,2678,
12027,2018-05-15,2018-05-22 20:33:00 UTC,9,Female,89,2576,
12028,2020-06-14,2020-06-21 07:56:04 UTC,20,Female,87,2801,
12029,2018-08-18,2018-08-25 06:57:52 UTC,4,Male,76,2178,
12030,2019-08-28,2019-09-04 23:00:50 UTC,16,Female,100,2449,
12031,2019-09-17,2019-09-24 14:13:26 UTC,9,Male,47,2625,
12032,2019-09-29,2019-10-06 15:20:56 UTC,16,Male,98,2364,
12033,2018-03-30,2018-04-06 16:54:15 UTC,16,Male,84,2059,
12034,2019-12-23,2019-12-30 15:12:29 UTC,12,Female,82,2765,
12035,2018-10-17,2018-10-24 17:30:32 UTC,13,Male,95,2016,
12036,2020-03-31,2020-04-07 11:46:00 UTC,18,Male,81,2503,
12037,2019-02-04,2019-02-11 02:27:33 UTC,20,Male,36,2364,
12038,2019-05-02,2019-05-09 07:52:50 UTC,12,Female,24,2269,
12039,2019-04-12,2019-04-19 09:35:50 UTC,16,Male,52,2198,
12040,2018-09-05,2018-09-12 12:23:23 UTC,8,Male,92,2561,
12041,2020-08-18,2020-08-25 00:11:31 UTC,2,Male,96,2922,
12042,2019-07-18,2019-07-25 00:19:45 UTC,17,Male,34,2423,
12043,2019-05-29,2019-06-05 05:09:50 UTC,9,Female,48,2318,
12044,2018-07-15,2018-07-22 16:19:14 UTC,18,Female,70,2387,
12045,2020-06-14,2020-06-21 05:38:05 UTC,6,Female,22,2637,
12046,2020-03-31,2020-04-07 19:22:02 UTC,10,Male,19,2061,
12047,2019-08-02,2019-08-09 19:33:29 UTC,18,Female,92,2518,
12048,2018-12-05,2018-12-12 20:49:07 UTC,2,Male,55,2291,
12049,2020-07-29,2020-08-05 08:54:43 UTC,4,Male,67,2278,
12050,2018-07-21,2018-07-28 16:30:51 UTC,7,Female,95,2198,
12051,2019-01-29,2019-02-05 12:01:46 UTC,17,Male,77,2214,
12052,2018-07-08,2018-07-15 08:34:24 UTC,7,Male,47,2076,
12053,2018-08-18,2018-08-25 22:11:22 UTC,8,Female,20,2321,
12054,2018-02-16,2018-02-23 07:09:58 UTC,16,Male,53,2583,
12055,2019-03-03,2019-03-10 12:11:41 UTC,9,Male,64,2412,
12056,2020-03-06,2020-03-13 07:52:48 UTC,10,Male,87,2479,
12057,2018-12-04,2018-12-11 22:03:57 UTC,15,Female,10,2506,
12058,2019-06-17,2019-06-24 07:46:45 UTC,2,Female,74,2551,
12059,2019-02-20,2019-02-27 12:40:00 UTC,11,Female,17,2634,
12060,2020-06-16,2020-06-23 11:57:16 UTC,4,Female,82,2188,
12061,2019-10-11,2019-10-18 04:55:06 UTC,9,Male,27,2696,
12062,2019-02-12,2019-02-19 02:47:54 UTC,13,Male,29,2234,
12063,2019-05-17,2019-05-24 01:21:00 UTC,12,Male,96,2164,
12064,2020-02-29,2020-03-07 16:22:40 UTC,7,Male,42,2349,
12065,2020-08-06,2020-08-13 03:37:04 UTC,20,Male,79,2536,
12066,2018-01-20,2018-01-27 13:10:17 UTC,11,Female,30,2794,
12067,2018-10-05,2018-10-12 12:22:20 UTC,16,Female,63,2781,
12068,2018-05-24,2018-05-31 21:12:08 UTC,2,Female,67,2985,
12069,2018-03-20,2018-03-27 22:25:14 UTC,17,Male,23,2980,
12070,2019-07-18,2019-07-25 10:31:02 UTC,10,Female,64,2411,
12071,2019-11-02,2019-11-09 01:58:45 UTC,13,Male,98,2079,
12072,2020-01-12,2020-01-19 03:45:13 UTC,7,Female,33,2576,
12073,2020-01-31,2020-02-07 15:47:56 UTC,18,Female,72,2733,
12074,2018-01-01,2018-01-08 14:53:40 UTC,18,Female,21,2034,
12075,2019-02-26,2019-03-05 21:16:32 UTC,19,Female,84,2704,
12076,2020-01-30,2020-02-06 07:44:40 UTC,1,Male,39,2211,
12077,2018-07-12,2018-07-19 09:13:32 UTC,9,Female,11,2515,
12078,2019-06-02,2019-06-09 14:20:50 UTC,17,Male,31,2196,
12079,2018-07-05,2018-07-12 10:43:10 UTC,9,Female,13,2780,
12080,2018-11-14,2018-11-21 20:47:19 UTC,1,Male,45,2434,
12081,2020-04-07,2020-04-14 06:20:08 UTC,11,Female,84,2719,
12082,2018-11-10,2018-11-17 09:58:54 UTC,15,Female,45,2320,
12083,2020-03-09,2020-03-16 02:21:04 UTC,10,Male,20,2211,
12084,2019-08-22,2019-08-29 10:20:41 UTC,2,Male,84,2527,
12085,2018-04-14,2018-04-21 13:07:18 UTC,9,Female,12,2249,
12086,2019-11-25,2019-12-02 03:33:22 UTC,6,Male,34,2946,
12087,2018-01-01,2018-01-08 00:20:08 UTC,14,Male,18,2797,
12088,2018-03-17,2018-03-24 06:59:17 UTC,19,Female,12,2693,
12089,2018-06-30,2018-07-07 14:29:16 UTC,16,Female,49,2115,
12090,2018-08-31,2018-09-07 20:01:27 UTC,19,Female,38,2227,
12091,2018-08-01,2018-08-08 15:04:06 UTC,15,Male,54,2096,
12092,2019-12-14,2019-12-21 09:02:03 UTC,20,Male,90,2592,
12093,2020-07-03,2020-07-10 13:51:40 UTC,18,Male,23,2908,
