id,fechaInicio,fechaFin,personas,porcentaje a pagar,montoTotal,propiedad,colectiva
10001,2020-08-06,2020-08-13 14:06:16 UTC,13,Male,33,2945,
10002,2018-12-11,2018-12-18 03:07:08 UTC,17,Male,99,2945,
10003,2019-09-29,2019-10-06 19:27:05 UTC,16,Female,92,2073,
10004,2019-07-18,2019-07-25 02:31:14 UTC,14,Male,44,2720,
10005,2018-02-15,2018-02-22 08:59:27 UTC,1,Female,93,2849,
10006,2020-06-16,2020-06-23 23:47:49 UTC,13,Male,59,2345,
10007,2018-02-27,2018-03-06 20:09:44 UTC,6,Male,69,2036,
10008,2020-05-03,2020-05-10 15:09:12 UTC,5,Female,47,2021,
10009,2019-11-19,2019-11-26 16:33:14 UTC,2,Male,48,2360,
10010,2020-08-21,2020-08-28 00:05:34 UTC,8,Female,22,2319,
10011,2018-03-14,2018-03-21 11:09:27 UTC,9,Male,34,2905,
10012,2019-01-30,2019-02-06 20:49:42 UTC,19,Male,20,2570,
10013,2018-09-29,2018-10-06 05:21:02 UTC,16,Male,57,2422,
10014,2019-12-27,2020-01-03 03:33:32 UTC,3,Female,22,2686,
10015,2019-12-22,2019-12-29 04:56:10 UTC,11,Male,44,2504,
10016,2019-10-15,2019-10-22 05:56:11 UTC,20,Female,82,2904,
10017,2019-03-27,2019-04-03 03:06:28 UTC,13,Male,26,2083,
10018,2019-04-14,2019-04-21 06:13:46 UTC,17,Male,19,2767,
10019,2018-03-13,2018-03-20 21:39:02 UTC,18,Female,85,2882,
10020,2019-11-25,2019-12-02 09:13:02 UTC,1,Female,40,2948,
10021,2020-02-20,2020-02-27 02:21:25 UTC,11,Female,32,2401,
10022,2018-11-28,2018-12-05 09:00:07 UTC,8,Female,22,2663,
10023,2018-11-07,2018-11-14 20:23:54 UTC,20,Male,24,2282,
10024,2019-01-21,2019-01-28 03:23:45 UTC,12,Male,68,2070,
10025,2019-11-13,2019-11-20 10:41:16 UTC,2,Male,82,2056,
10026,2020-03-01,2020-03-08 05:58:48 UTC,20,Male,55,2355,
10027,2018-07-17,2018-07-24 17:59:25 UTC,5,Female,58,2707,
10028,2020-07-07,2020-07-14 12:29:34 UTC,13,Male,53,2201,
10029,2020-06-08,2020-06-15 12:41:16 UTC,20,Female,65,2417,
10030,2020-01-20,2020-01-27 12:38:48 UTC,10,Male,10,2063,
10031,2018-10-17,2018-10-24 06:53:44 UTC,15,Male,84,2518,
